CityName,Neighborhood,Lat,Long
רמלה,קרית מנחם בגין,31.937283,34.877702
רמלה,וייצמן,31.927693,34.864123
בת ים,מרכז העיר,32.019103,34.743294
לוד,פסגת לוד,31.945854,34.895912
לוד,שבזי ורמת אשכול,31.954993,34.901804
לוד,שבזי ורמת אשכול,31.95535,34.899846
לוד,שבזי ורמת אשכול,31.955343,34.901098
רמלה,"אגה""ש",31.923429,34.878473
רמלה,"אגה""ש",31.920275,34.875767
רמלה,השופטים צפון,31.926253,34.87642
פתח תקווה,אזור תעשייה רמת סיב,32.088105,34.859151
"כפר חב""ד",כפר חב''ד,31.994351,34.862606
"כפר חב""ד",כפר חב''ד,31.991406,34.850386
"כפר חב""ד",כפר חב''ד,31.986994,34.854256
ראשון לציון,רובע תעסוקה צריפין מתחם 6,31.968707,34.842221
באר יעקב,מרכז רפואי אסף הרופא,31.967646,34.838008
ראשון לציון,נרקיסים,31.959198,34.83626
באר יעקב,צריפין עתידי,31.958965,34.837892
באר יעקב,צריפין עתידי,31.95489,34.844792
באר יעקב,צריפין עתידי,31.956078,34.83888
ראשון לציון,נרקיסים,31.959093,34.833361
ראשון לציון,רביבים,31.960194,34.826537
באר יעקב,צריפין עתידי,31.951608,34.855027
באר יעקב,צריפין עתידי,31.951241,34.849507
באר יעקב,מרכז רפואי אסף הרופא,31.965685,34.835769
ראשון לציון,נרקיסים,31.960545,34.835544
ראשון לציון,נרקיסים,31.959496,34.831725
ראשון לציון,נרקיסים,31.960064,34.827773
פתח תקווה,אזור תעשייה רמת סיב,32.086822,34.856418
באר יעקב,צריפין עתידי,31.954916,34.841048
באר יעקב,צריפין עתידי,31.955985,34.843228
ראשון לציון,עתידי תבע 413-0595314,31.959655,34.84016
ראשון לציון,עתידי תבע 413-0595314,31.961479,34.838346
ראשון לציון,רובע תעסוקה צריפין מתחם 6,31.963601,34.83633
פתח תקווה,אזור תעשייה רמת סיב,32.08416,34.857964
ראשון לציון,"קרית ראשון, קרית הלאום",31.96779,34.785633
ראשון לציון,"קרית ראשון, קרית הלאום",31.968327,34.785374
פתח תקווה,כפר גנים א,32.079125,34.870371
נס ציונה,"גני הדר, יד אליעזר, סביוני הפארק, גבעת הצבר",31.935845,34.80467
פתח תקווה,אזור תעשייה קרית אריה,32.102362,34.86338
פתח תקווה,אזור תעשייה סגולה,32.106306,34.890111
פתח תקווה,כפר גנים ג מזרח,32.075417,34.870318
פתח תקווה,רמת ורבר,32.091011,34.877865
ראש העין,ראש העין החדשה,32.080637,34.983411
ראש העין,ראש העין החדשה,32.088602,34.98174
גבעת שמואל,רמת הדקלים,32.085872,34.854259
אלישמע,אלישמע,32.15202,34.92165
אזור,אזור תעשייה,32.029846,34.797858
פתח תקווה,מרכז העיר דרום,32.079116,34.890748
רעננה,הפרחים,32.181584,34.853965
קריית אונו,"צומת סביון אונו פארק, מיי אונו",32.037202,34.86602
קריית אונו,"צומת סביון אונו פארק, מיי אונו",32.037344,34.866
רחובות,אזור תעשייה,31.903765,34.790245
פתח תקווה,רמת ורבר,32.084573,34.873642
אלעד,נווה יצחק,32.050803,34.949983
אלעד,נווה יצחק,32.046651,34.949743
פתח תקווה,מחנה יהודה,32.079142,34.89095
בת ים,פארק הים בבניה,31.998408,34.743211
כפר סבא,אזור תעשייה,32.166018,34.928524
כפר סבא,אזור תעשייה,32.165463,34.928615
כפר סבא,כפר סבא הירוקה,32.191208,34.892252
כפר סבא,הזמר העברי,32.190852,34.893385
אלעד,נווה יצחק,32.050821,34.953432
אלעד,נווה יצחק,32.049857,34.948057
לוד,"שיכון ממשלתי, חב''ד",31.941068,34.880973
באר יעקב,"חוטר, בית חולים שמואל הרופא",31.929822,34.831974
רמלה,קרית האומנים,31.917754,34.866633
גני תקווה,"גנים, נוף סביון",32.066122,34.872976
גני תקווה,"גנים, נוף סביון",32.065128,34.87259
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,32.000684,34.869457
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,32.000522,34.869369
נס ציונה,פארק המדע נס ציונה,31.912523,34.802559
פתח תקווה,נווה גן,32.095893,34.876574
פתח תקווה,נווה גן,32.096822,34.870556
ראשון לציון,גורדון כלניות,31.954603,34.815146
ראשון לציון,רמב''ם,31.962191,34.810565
ראשון לציון,רמב''ם,31.962714,34.807591
ראשון לציון,רמב''ם,31.965506,34.807418
ראשון לציון,רמב''ם,31.96558,34.807411
ראשון לציון,רמב''ם,31.963776,34.807594
ראשון לציון,השומר,31.961982,34.809035
ראשון לציון,השומר,31.962281,34.81227
ראשון לציון,השומר,31.962366,34.813133
ראשון לציון,השומר,31.962606,34.81616
ראשון לציון,גורדון כלניות,31.950866,34.811997
פתח תקווה,אם המושבות החדשה,32.097368,34.885389
פתח תקווה,אם המושבות החדשה,32.097969,34.885099
פתח תקווה,אזור תעשייה רמת סיב,32.090533,34.858255
פתח תקווה,אזור תעשייה רמת סיב,32.091473,34.857217
פתח תקווה,קרול,32.095075,34.885724
באר יעקב,"חוטר, בית חולים שמואל הרופא",31.929864,34.826894
באר יעקב,פארק המושבה,31.939325,34.83465
באר יעקב,גני מנחם,31.939473,34.834772
באר יעקב,,31.951462,34.85529
באר יעקב,רמב''ם,31.945215,34.837501
באר יעקב,רמב''ם,31.945198,34.837573
באר יעקב,רמב''ם,31.945316,34.8408
באר יעקב,תלמי מנשה,31.945684,34.843154
באר יעקב,תלמי מנשה,31.945724,34.842568
באר יעקב,תלמי מנשה,31.944715,34.847053
באר יעקב,תלמי מנשה,31.945012,34.851906
באר יעקב,תלמי מנשה,31.944813,34.851547
פתח תקווה,קרול,32.095065,34.885599
נצר סרני,נצר סרני,31.924359,34.824522
נצר סרני,נצר סרני,31.924682,34.824672
שוהם,"יעלים, סחלבים, חמניות",32.000641,34.945717
שוהם,"טללים, גבעולים, כרמים (עתידי)",32.008179,34.946441
שוהם,"ברושים, אלונים, הדסים",31.996928,34.94261
פתח תקווה,בת גנים,32.073505,34.882156
חולון,קרית שרת,32.008432,34.792845
פתח תקווה,כפר גנים ב,32.075053,34.879832
חולון,אזור תעשייה ג,32.012331,34.806034
פתח תקווה,"שיכון הפועל המזרחי, חן הצפון",32.100141,34.900572
רמלה,קרית מנחם בגין,31.938593,34.885376
רמלה,אזור תעשייה א,31.938081,34.885942
רמלה,שפרינצק נאות פרס,31.935358,34.869113
רמלה,נווה דוד,31.935319,34.862215
גזר,,31.915975,34.88769
רמלה,,31.916693,34.887196
גזר,,31.907017,34.899924
רמלה,נווה דוד,31.937153,34.860311
רמלה,נווה רם,31.936877,34.858215
רמלה,נווה דוד,31.935676,34.861851
"אזור רמלה מ""א 25",,31.956438,34.905968
"אזור רמלה מ""א 25",,31.958439,34.92268
"אזור רמלה מ""א 25",,31.952616,34.939744
כפר דניאל,כפר דניאל,31.933572,34.931256
גמזו,גמזו,31.93346,34.939764
גמזו,גמזו,31.929555,34.942059
גמזו,גמזו,31.929133,34.944339
"אזור רמלה מ""א 25",,31.932656,34.94441
"אזור רמלה מ""א 25",,31.954642,34.939936
חדיד,חדיד,31.968372,34.935066
חדיד,חדיד,31.969449,34.932619
חדיד,חדיד,31.969786,34.930435
חדיד,חדיד,31.968811,34.930173
חדיד,חדיד,31.967917,34.930822
חדיד,חדיד,31.967672,34.934956
חדיד,חדיד,31.96565,34.93883
חדיד,חדיד,31.966767,34.937696
כפר טרומן,כפר טרומן,31.980966,34.927596
כפר טרומן,כפר טרומן,31.980706,34.926152
חולון,"נאות יהודית, נווה ארזים",32.014667,34.796527
חולון,"נאות יהודית, נווה ארזים",32.015449,34.793641
בית עריף,בית עריף,31.995894,34.936638
בית עריף,בית עריף,31.996371,34.936346
בית עריף,בית עריף,32.000032,34.930274
בית עריף,בית עריף,31.9981,34.93353
בית עריף,בית עריף,31.996811,34.934407
בית עריף,בית עריף,31.993072,34.933679
בית נחמיה,בית נחמיה,31.981565,34.953641
בית נחמיה,בית נחמיה,31.979595,34.952545
בית נחמיה,בית נחמיה,31.977399,34.951672
בית נחמיה,בית נחמיה,31.976039,34.953699
בית נחמיה,בית נחמיה,31.974843,34.955071
"אזור רמלה מ""א 25",,31.96442,34.942396
שוהם,מע''ר שוהם,31.983979,34.936129
ניר צבי,ניר צבי,31.951121,34.859362
ניר צבי,ניר צבי,31.94755,34.861821
ניר צבי,ניר צבי,31.948576,34.864541
ניר צבי,ניר צבי,31.952584,34.867768
ניר צבי,ניר צבי,31.95553,34.867795
ניר צבי,ניר צבי,31.956311,34.864064
ניר צבי,ניר צבי,31.957092,34.859797
נמל תעופה בן-גוריון,נמל תעופה בן גוריון,31.989759,34.896963
רמלה,קרית האומנים,31.918706,34.870734
רעננה,מרכז העיר,32.176418,34.888017
כפר סבא,הזמר העברי,32.190401,34.889106
כפר סבא,כפר סבא הירוקה,32.192365,34.888792
נס ציונה,פארק המדע נס ציונה,31.918227,34.804964
בת ים,מרכז העיר,32.020748,34.745467
חולון,אזור תעשייה ג,32.007078,34.807544
חולון,אזור תעשייה ג,32.00491,34.804629
ראשון לציון,אזור תעשייה מערב,31.985181,34.773538
רחובות,,31.901411,34.764522
באר יעקב,דרומית לשדרות יצחק רבין,31.933163,34.829503
פתח תקווה,התחנה המרכזית,32.095057,34.889374
פתח תקווה,אם המושבות החדשה,32.10437,34.877235
בית דגן,משמר השבעה,32.005588,34.831513
ראשון לציון,מכון וולקני,32.000386,34.821653
פתח תקווה,בית עלמין ירקון,32.104777,34.868543
לפיד,לפיד,31.917167,35.028083
"אזור רמלה מ""א 25",,31.9631,34.940049
פתח תקווה,אזור תעשייה קרית אריה,32.103657,34.868065
פתח תקווה,בית עלמין ירקון,32.112575,34.866403
"אזור רמלה מ""א 25",,31.942765,34.978795
פתח תקווה,בית עלמין ירקון,32.112688,34.866281
שוהם,"ורדים, יובלים, רקפות, כ""א עתידי",31.989526,34.948027
חולון,"נאות יהודית, נווה ארזים",32.015548,34.792165
יגל,יגל,31.988513,34.881201
הוד השרון,1202 עתידי,32.16781,34.917247
בת ים,פארק הים בבניה,32.009909,34.739136
בת ים,פארק הים בבניה,32.010964,34.738758
חולון,"נאות יהודית, נווה ארזים",32.018642,34.790316
חולון,"נאות יהודית, נווה ארזים",32.016973,34.797566
חולון,"נאות יהודית, נווה ארזים",32.016693,34.79526
חולון,"נאות יהודית, נווה ארזים",32.016927,34.797716
חולון,"נאות יהודית, נווה ארזים",32.017983,34.7943
חולון,"נאות יהודית, נווה ארזים",32.019367,34.79248
חולון,רסקו ג,32.017796,34.786941
חולון,מפדה אזרחי,32.020952,34.790816
חולון,"נאות יהודית, נווה ארזים",32.018063,34.79416
אזור,"גני אזור, שיכון חדש",32.020825,34.805137
חולון,רסקו ג,32.014339,34.786394
חולון,אזור תעשייה ב,32.020417,34.804851
לוד,העיר העתיקה,31.950147,34.896174
רמלה,אשכול,31.926597,34.857471
רמלה,השופטים צפון,31.930226,34.870121
רמלה,אזור תעשייה א,31.9359,34.884362
"אזור ראשל""צ מ""א 27",,31.901101,34.763289
בית חנן,בית חנן,31.931333,34.775657
בית חנן,בית חנן,31.932312,34.776357
גזר,,31.902302,34.88728
ניר צבי,,31.9422,34.864497
נווה ימין,נווה ימין,32.17001,34.944118
נווה ימין,נווה ימין,32.172422,34.940545
ראשון לציון,נחלת יהודה,31.985849,34.807078
בת ים,מרכז העיר,32.025859,34.750726
חולון,רסקו ג,32.016415,34.785098
חולון,רסקו א,32.016116,34.784708
חולון,רסקו א,32.019446,34.77878
חולון,קרית עבודה,32.019544,34.778718
חולון,קרית עבודה,32.020014,34.776268
חולון,תל גיבורים,32.028635,34.765405
חולון,תל גיבורים,32.030317,34.774181
חולון,אזור תעשייה א,32.022624,34.795686
חולון,אזור תעשייה א,32.020972,34.793652
חולון,אזור תעשייה א,32.02257,34.795624
מקווה ישראל,,32.035156,34.785912
חולון,מפדה אזרחי,32.020767,34.793267
כפר סבא,קרית ספיר,32.177639,34.909243
ראשון לציון,נווה אליהו,31.985977,34.789678
רעננה,מרכז העיר,32.180665,34.874148
הוד השרון,רמתיים,32.161618,34.894253
הוד השרון,רמתיים,32.162326,34.894086
"אזור רמלה מ""א 25",,31.983553,34.951889
בארות יצחק,בארות יצחק,32.044553,34.908129
רעננה,קרית שרת,32.195072,34.857007
הוד השרון,רמתיים,32.15559,34.890072
אלישמע,אלישמע,32.150241,34.924551
רחובות,,31.902317,34.763912
"דרום השרון מ""א 20",צופית,32.199175,34.916535
ראשון לציון,נחלת יהודה,31.976766,34.796375
חולון,מפדה אזרחי,32.021706,34.789217
חולון,קרית עבודה,32.018352,34.768627
בת ים,דרום העיר,32.016726,34.744863
חולון,קרית עבודה,32.016922,34.77052
חולון,מפדה אזרחי,32.021469,34.786405
חולון,רסקו ג,32.020802,34.786523
חולון,קרית שרת,32.006196,34.79623
הוד השרון,רמתיים,32.155811,34.89349
הוד השרון,מרכז מגדיאל,32.163573,34.902268
חולון,קרית שרת,32.005511,34.796599
אור יהודה,אזור תעשייה א ומגורים,32.03511,34.852362
רמלה,"אגה""ש",31.923617,34.878659
אזור,"יצחק שדה, שיכון גג",32.024285,34.805014
אזור,"יצחק שדה, שיכון גג",32.025552,34.806654
אזור,"יצחק שדה, שיכון גג",32.022518,34.811699
אזור,"יצחק שדה, שיכון גג",32.024523,34.809673
אזור,"בן גוריון, שיכון שבענה",32.021064,34.814599
אזור,"בן גוריון, שיכון שבענה",32.018719,34.815969
אזור,"בן גוריון, שיכון שבענה",32.015921,34.815007
אזור,"בן גוריון, שיכון שבענה",32.016748,34.81568
אזור,"בן גוריון, שיכון שבענה",32.020061,34.815567
אזור,"בן גוריון, שיכון שבענה",32.02132,34.814391
אזור,"בן גוריון, שיכון שבענה",32.017163,34.811916
אזור,"יצחק שדה, שיכון גג",32.024295,34.804728
אזור,"גני אזור, שיכון חדש",32.025361,34.806499
אזור,"יצחק שדה, שיכון גג",32.024086,34.810153
אזור,"יצחק שדה, שיכון גג",32.022729,34.81154
אזור,"בן גוריון, שיכון שבענה",32.016694,34.812334
אזור,"יצחק שדה, שיכון גג",32.019218,34.809504
"כפר מל""ל",כפר מל''ל,32.171003,34.893524
"אזור רמלה מ""א 25",,32.020297,34.940921
"אזור רמלה מ""א 25",,32.033691,34.955682
"אזור רמלה מ""א 25",,32.034468,34.956856
הוד השרון,רמתיים,32.160436,34.894303
"אזור רמלה מ""א 25",,31.910527,35.017192
מודיעין-מכבים-רעות*,,31.902214,35.027356
פתח תקווה,נווה גנים,32.091414,34.865628
פתח תקווה,נווה גן,32.098332,34.876612
רעננה,מרכז העיר,32.179956,34.877258
נמל תעופה בן-גוריון,,32.009425,34.856806
נמל תעופה בן-גוריון,,32.00992,34.853608
נמל תעופה בן-גוריון,,32.009249,34.857673
יהוד,מרכז העיר,32.028425,34.881228
"חמ""ד",חמד,32.018348,34.844115
חולון,קרית שרת,32.010361,34.786049
חולון,קרית שרת,32.010136,34.790098
חולון,רסקו ב,32.010243,34.789723
"אזור רמלה מ""א 25",פארק תעשיות ומסחר שילת,31.913067,35.016621
"אזור רמלה מ""א 25",,31.937326,34.986624
"אזור רמלה מ""א 25",,31.946197,34.96938
"אזור רמלה מ""א 25",,31.948181,34.963369
"אזור רמלה מ""א 25",,31.952093,34.954821
"אזור רמלה מ""א 25",,31.954813,34.938901
"אזור רמלה מ""א 25",,31.957324,34.915077
לוד,,31.957532,34.906518
לוד,אזור תעשייה צפון,31.966391,34.900292
לוד,אזור תעשייה צפון,31.962934,34.899472
לוד,נווה ירק ויסמין,31.956371,34.895245
לוד,העיר העתיקה,31.951844,34.893651
לוד,פסגת לוד,31.948019,34.892723
לוד,העיר העתיקה,31.948205,34.890192
לוד,שרת ורמט,31.950059,34.887648
לוד,שרת ורמט,31.950682,34.884875
לוד,שרת ורמט,31.949558,34.883255
לוד,שרת ורמט,31.943962,34.874175
לוד,שרת ורמט,31.940556,34.87109
רמלה,"מגדל איילון, משכנות",31.935893,34.866699
רמלה,"מגדל איילון, משכנות",31.93276,34.868537
רמלה,"אגה""ש",31.926452,34.87546
לוד,"בנה ביתך, נווה אלון, נאות יצחק",31.938538,34.886231
לוד,שבזי ורמת אשכול,31.954519,34.904235
לוד,העיר העתיקה,31.950614,34.897683
לוד,חיסכון ג,31.944523,34.890385
רמלה,אזור תעשייה א,31.937617,34.885503
רמלה,אזור תעשייה א,31.932878,34.88057
נמל תעופה בן-גוריון,,32.005386,34.906807
"אזור רמלה מ""א 25",,32.018569,34.906011
ראשון לציון,אגני החמצון,31.98062,34.7484
יהוד,קרית הסביונים,32.029884,34.877112
ג'לג'וליה,ג'לג'וליה,32.15368,34.948906
ג'לג'וליה,ג'לג'וליה,32.152134,34.956812
ג'לג'וליה,ג'לג'וליה,32.148524,34.957967
ג'לג'וליה,ג'לג'וליה,32.148274,34.957531
ג'לג'וליה,ג'לג'וליה,32.149377,34.955476
חולון,רסקו ב,32.010415,34.786744
חולון,ותיקים,32.009247,34.769148
חולון,רסקו ג,32.01399,34.79185
פתח תקווה,אזור תעשייה קרית אריה,32.091672,34.865864
רמלה,"אגה""ש",31.92108,34.876537
רמלה,עמידר וביל''ו,31.918322,34.865641
חולון,שיכון חדש,32.01132,34.764889
חולון,נווה רמז,32.012541,34.764959
בית נחמיה,"ורדים, יובלים, רקפות, כ""א עתידי",31.985148,34.95141
"אזור רמלה מ""א 25",פארק תעשיות ומסחר שילת,31.912452,35.017548
"אזור רמלה מ""א 25",,31.914075,35.024632
ראשון לציון,מכון וולקני,31.99655,34.817588
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.900301,35.013824
מודיעין-מכבים-רעות*,מע''ר,31.909385,35.007515
ראשון לציון,ראשונים,31.954592,34.804499
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.909257,35.00587
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.910667,35.005207
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.912153,35.007433
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.911891,35.009809
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.911571,35.01265
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.913149,35.009811
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.913764,35.007397
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.916022,35.004413
מודיעין-מכבים-רעות*,הכרמים - ציפור,31.917002,35.002898
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.913571,35.004557
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.912893,35.003093
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.912137,35.002054
מודיעין-מכבים-רעות*,הנביאים - השימשוני צפון,31.913895,35.000694
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.912145,34.997875
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.909843,34.998126
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.909794,35.000457
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.907647,35.002266
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.906023,35.001841
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.904058,35.00117
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.902321,34.999702
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.900391,34.997511
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.902037,34.995012
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.903908,34.993304
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.904703,34.992966
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.907169,34.99649
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.90654,34.998093
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.902584,35.000334
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.900814,35.003013
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.900411,35.016521
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.900649,35.013726
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.902056,35.0107
הוד השרון,נווה נאמן,32.133405,34.899467
מודיעין-מכבים-רעות*,מע''ר,31.908703,35.010352
חולון,"נאות יהודית, נווה ארזים",32.011206,34.79408
חולון,מפדה אזרחי,32.01871,34.787578
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.908154,35.007663
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.907965,35.012408
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.908392,35.013626
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.907069,35.01623
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.906169,35.016119
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.904913,35.014438
מודיעין-מכבים-רעות*,מע''ר,31.903129,35.009693
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.901837,35.009317
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.908844,35.01356
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.909357,35.016812
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.90725,35.018346
מודיעין-מכבים-רעות*,הנחלים - ספדיה,31.903496,35.014333
חולון,"נאות יהודית, נווה ארזים",32.013583,34.792289
ניר אליהו,,32.193145,34.953319
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.904909,35.00792
לפיד,לפיד,31.916242,35.028954
לפיד,לפיד,31.916682,35.034311
לפיד,לפיד,31.918488,35.03363
חולון,קרית שרת,32.011257,34.793839
כפר האורנים,כפר הארנים,31.922075,35.033444
לפיד,לפיד,31.918737,35.029266
מודיעין-מכבים-רעות*,המגינים - שימשוני דרום,31.909696,35.003983
מודיעין-מכבים-רעות*,הפרחים - מירומי,31.909397,35.014216
מודיעין-מכבים-רעות*,אבני חן - קייזר,31.905251,34.997912
מודיעין-מכבים-רעות*,שטח פתוח ואזורי תעשייה,31.922636,34.968146
לוד,"נווה נוף, משמר נוף, גבעת הזיתים",31.949305,34.903387
גזר,,31.91554,34.861443
רחובות,מכון וייצמן והפקולטה לחקלאות,31.904158,34.807337
רחובות,מכון וייצמן והפקולטה לחקלאות,31.906788,34.805914
רחובות,פארק ת.מ.ר ופארק תעשיות מדע קרית רבין,31.908537,34.805227
רחובות,פארק ת.מ.ר ופארק תעשיות מדע קרית רבין,31.909394,34.806469
צופית,צופית,32.197475,34.913768
אלישמע,אלישמע,32.152573,34.929822
אלישמע,אלישמע,32.155226,34.929492
"דרום השרון מ""א 20",צופית,32.198986,34.915319
חולון,"נאות יהודית, נווה ארזים",32.015956,34.797503
גן חיים,צופית,32.196532,34.912513
רעננה,"קרית אליהו גולומב, קרית דוד רמז",32.192052,34.881468
"כפר מל""ל",כפר מל''ל,32.167548,34.893735
חולון,קרית עבודה,32.017945,34.771613
חולון,רסקו ג,32.01892,34.787339
גן שורק,גן שורק,31.944397,34.75941
פלמחים,פלמחים,31.932896,34.706472
רחובות,מרכז העיר,31.90386,34.812685
ראשון לציון,נחלת יהודה,31.985654,34.808697
ראשון לציון,נחלת יהודה,31.987088,34.806246
ראשון לציון,מכון וולקני,31.993703,34.814464
"כפר חב""ד",,31.996866,34.854959
"חמ""ד",חמד,32.018911,34.843806
"חמ""ד",חמד,32.016227,34.840389
ראשון לציון,השומר,31.962174,34.811166
ראשון לציון,רמב''ם,31.96255,34.814644
ראשון לציון,רמב''ם,31.964325,34.806398
ראשון לציון,נווה הלל,31.960062,34.791732
ראשון לציון,כצנלסון,31.967503,34.794876
ראשון לציון,רמב''ם,31.967279,34.813071
ראשון לציון,רמב''ם,31.968636,34.816586
ראשון לציון,רמב''ם,31.969258,34.808322
ראשון לציון,אברמוביץ',31.975657,34.79622
בית חנן,בית חנן,31.939775,34.776957
נטעים,נטעים,31.945057,34.775352
בית חנן,בית חנן,31.939554,34.776956
ראשון לציון,נחלת יהודה,31.986031,34.804968
ראשון לציון,נווה ים,31.978469,34.784181
ראשון לציון,אזור תעשייה מערב,31.991073,34.749157
ראשון לציון,נווה חוף,31.992451,34.746644
ראשון לציון,נווה אליהו,31.987644,34.78818
ראשון לציון,נווה אליהו,31.979269,34.784963
ראשון לציון,נווה אליהו,31.979175,34.789141
ראשון לציון,אזור תעשייה מערב,31.991473,34.750331
ראשון לציון,אזור תעשייה מערב,31.993321,34.751599
ראשון לציון,אזור תעשייה מערב,31.994252,34.753042
ראשון לציון,כצנלסון,31.967204,34.797809
ראשון לציון,כצנלסון,31.96747,34.795223
ראשון לציון,נרקיסים,31.959919,34.82814
חולון,אגרובנק,32.025498,34.779149
חולון,אגרובנק,32.027544,34.779286
חולון,"נאות יהודית, נווה ארזים",32.019421,34.790315
ראשון לציון,קידמת ראשון,31.969994,34.815464
בית דגן,בית דגן,32.003391,34.826463
חולון,קרית בן גוריון,31.998728,34.763492
חולון,קרית בן גוריון,31.998817,34.763506
חולון,אזור תעשייה ב,32.01934,34.804455
אזור,"בן גוריון, שיכון שבענה",32.019278,34.809563
רחובות,נווה עמית וגינות סביון,31.908035,34.798433
רחובות,נווה עמית וגינות סביון,31.907974,34.798194
ראשון לציון,נווה חוף,31.99412,34.742063
ראשון לציון,נווה חוף,31.995148,34.742792
ראשון לציון,קידמת ראשון,31.971675,34.814027
ראשון לציון,"קרית ראשון, קרית הלאום",31.978147,34.784844
ראשון לציון,כצנלסון,31.970991,34.790875
ראשון לציון,רמב''ם,31.962145,34.810106
ראשון לציון,רמב''ם,31.964126,34.817124
ראשון לציון,גורדון כלניות,31.952589,34.820043
נס ציונה,"רמת סמל, רמת בן צבי, נווה כרמית",31.929228,34.79711
כפר סבא,"קפלן, בית ונוף",32.190775,34.93598
ראשון לציון,רמב''ם,31.968046,34.807292
ראשון לציון,רמז,31.962098,34.795154
ראשון לציון,נווה הלל,31.959842,34.795042
חולון,קרית שרת,32.005061,34.786053
חולון,קרית שרת,32.004823,34.790269
חולון,קרית שרת,32.008525,34.790102
חולון,קרית שרת,32.00497,34.789171
חולון,קרית שרת,32.005138,34.786294
ראשון לציון,רביבים,31.965556,34.823348
"אזור רמלה מ""א 25",,31.954069,34.939379
"אזור רמלה מ""א 25",,31.946429,34.966851
לוד,נווה זית,31.947498,34.886075
ראשון לציון,"קרית ראשון, קרית הלאום",31.972724,34.786984
ראשון לציון,"קרית ראשון, קרית הלאום",31.970904,34.78606
ראשון לציון,נווה הלל,31.96046,34.792909
חולון,ג'סי כהן,32.002753,34.765626
חולון,ג'סי כהן,32.003919,34.768042
רעננה,מרכז העיר,32.179091,34.881321
רעננה,רעננה צפון,32.191342,34.884593
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.924171,34.804633
נס ציונה,"גני הדר, יד אליעזר, סביוני הפארק, גבעת הצבר",31.933731,34.809202
נס ציונה,"גני הדר, יד אליעזר, סביוני הפארק, גבעת הצבר",31.935415,34.810322
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.924493,34.808196
נס ציונה,נווה עובד ונווה הדר,31.92603,34.8093
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.924437,34.806549
חולון,אזור תעשייה ב,32.017714,34.806015
חולון,אזור תעשייה ב,32.016684,34.806738
חולון,אזור תעשייה ב,32.012967,34.808239
בית חנן,בית חנן,31.932871,34.769126
בית חנן,בית חנן,31.934141,34.775495
פתח תקווה,אם המושבות החדשה,32.097321,34.881644
ראשון לציון,נווה הלל,31.960505,34.792517
ראשון לציון,נווה הלל,31.959829,34.79504
ראשון לציון,רמז,31.957367,34.799323
נס ציונה,"הפועלים, הפרוגרסיבים, גבעת נוף",31.931177,34.804774
ראשון לציון,נווה הדרים,31.957003,34.814793
רחובות,מרכז העיר,31.903767,34.814814
רחובות,מרכז העיר,31.902864,34.808843
